sender,receiver,amount
700,65,7
312,397,2
893,251,9
320,398,4
286,891,6
563,743,8
653,811,7
626,190,9
78,126,9
82,280,0
512,950,9
380,433,3
5,942,9
913,884,2
655,562,0
501,864,2
97,880,0
694,675,0
387,725,2
129,827,4
844,285,3
731,282,7
214,753,8
977,792,3
364,809,5
479,489,0
147,729,3
185,656,1
186,211,5
649,91,9
582,717,3
684,45,0
928,97,3
634,626,7
706,590,6
506,393,7
591,21,8
889,11,4
566,538,7
636,527,8
827,288,1
219,860,4
108,353,0
120,409,8
214,610,5
306,735,7
162,57,1
607,471,7
669,636,1
804,815,0
184,581,3
856,68,8
679,339,8
88,120,0
264,125,4
617,928,2
806,930,8
250,414,8
595,495,9
336,611,9
956,413,1
991,898,4
195,131,7
934,532,6
389,806,7
272,158,9
254,593,0
828,141,5
141,934,7
894,328,8
631,303,2
270,533,9
386,696,1
657,616,3
323,230,2
791,504,3
253,491,9
523,784,0
10,82,4
76,450,3
662,66,1
712,109,4
566,178,7
661,34,5
336,497,9
17,415,5
3,623,8
713,701,4
558,223,1
2,281,8
674,334,1
158,422,2
485,749,2
945,152,7
813,389,3
118,721,9
571,8,9
992,860,5
833,669,3
923,414,2
17,487,6
834,44,4
502,952,6
199,26,5
774,963,8
943,325,6
179,673,0
150,802,1
82,154,3
510,170,3
690,370,8
265,506,4
667,402,8
11,356,5
179,288,0
673,173,5
49,817,5
110,657,6
596,448,3
59,506,9
226,218,6
50,429,1
654,650,6
642,747,5
209,118,2
228,891,9
564,140,1
698,96,3
746,386,1
464,923,3
940,818,2
699,673,8
782,413,8
256,453,9
55,635,8
274,756,3
880,621,3
127,993,3
843,186,2
40,848,5
190,689,9
843,216,4
366,110,2
94,289,6
248,376,9
558,860,4
354,990,9
22,724,4
262,89,2
237,95,1
510,977,7
411,76,7
687,24,2
729,106,5
801,846,0
477,607,4
476,747,3
757,106,5
42,888,5
557,428,2
171,518,7
644,645,4
335,949,2
230,333,5
879,75,0
583,449,0
476,377,2
123,742,9
661,238,3
934,876,6
220,346,4
966,699,2
7,540,9
889,341,9
647,458,2
348,924,3
508,471,4
461,249,9
923,128,4
489,936,1
756,148,5
151,973,5
265,838,3
158,664,0
889,976,2
890,119,3
462,992,4
352,883,9
43,3,3
252,394,8
486,107,7
910,180,4
488,760,7
679,807,0
55,475,5
358,900,5
739,821,0
437,594,2
543,472,4
647,195,4
599,397,5
304,421,6
426,425,7
46,338,2
523,271,4
135,360,8
428,804,5
118,238,1
806,705,9
402,212,2
397,954,7
598,892,0
77,200,6
923,672,1
737,837,7
828,823,9
660,33,6
912,520,6
266,544,0
304,32,7
270,752,6
471,641,1
909,323,9
1,567,1
259,505,0
430,466,2
551,904,4
919,902,8
277,175,4
768,39,7
396,350,8
586,110,3
292,755,4
639,391,8
521,482,8
578,939,2
644,143,7
150,358,9
655,470,7
810,357,8
89,249,0
430,736,8
39,980,2
353,158,4
93,21,8
650,476,5
135,826,6
423,803,3
912,87,3
631,915,9
798,133,8
407,30,9
471,662,9
869,53,0
697,412,0
611,172,0
454,2,2
952,89,6
139,758,1
447,628,7
750,803,7
396,649,8
134,925,6
408,166,7
549,850,6
490,36,4
69,218,2
181,827,1
311,671,3
299,352,2
486,785,8
571,777,0
546,76,9
548,449,8
480,503,3
461,685,7
262,894,8
133,357,6
539,647,1
633,545,3
25,936,5
82,985,9
23,88,5
690,818,9
859,824,2
384,34,3
763,323,7
19,880,2
884,402,4
802,613,5
662,861,4
393,410,9
976,670,9
700,601,3
71,474,4
79,325,7
348,139,7
298,824,4
347,344,6
246,765,5
589,186,4
188,618,8
887,475,9
94,309,3
966,420,0
712,398,1
710,715,3
11,716,9
131,748,9
839,622,0
967,951,3
501,156,1
102,560,7
226,447,2
69,487,1
444,909,3
351,888,6
280,322,8
826,853,2
127,403,7
712,619,6
75,528,5
411,294,7
930,576,5
256,800,0
126,405,7
129,503,0
152,671,9
585,906,6
451,7,2
505,336,7
509,971,0
550,613,5
236,498,5
154,973,0
421,387,4
528,193,1
990,428,5
273,257,5
