sender,receiver,amount
147,610,2
65,99,4
562,448,1
211,764,4
489,109,4
611,6,6
16,211,4
97,351,6
392,824,6
275,105,8
32,950,0
532,519,3
397,795,0
704,150,2
501,916,6
634,309,2
865,686,3
759,410,0
57,984,3
891,728,5
329,947,4
964,338,8
96,400,4
240,322,3
284,576,1
362,519,1
444,635,2
190,771,8
107,44,4
195,594,0
194,938,9
955,710,2
803,740,3
146,87,3
820,127,8
296,590,0
683,550,6
643,913,6
289,147,6
605,983,9
484,348,9
701,416,7
307,131,1
56,604,3
486,869,4
191,252,7
950,827,4
129,55,2
816,68,2
940,649,8
531,272,0
136,876,6
33,820,5
74,938,4
781,406,6
827,171,5
848,124,1
774,119,2
174,344,5
570,513,2
126,139,7
190,462,0
275,55,4
268,495,7
21,618,6
621,986,1
759,318,7
193,215,1
142,337,6
392,495,3
550,373,0
239,744,2
350,442,2
640,122,4
350,879,4
54,486,6
761,931,0
958,175,0
911,87,8
886,345,6
254,84,5
333,64,8
386,35,2
813,520,3
860,70,2
636,434,4
533,721,1
529,953,6
277,791,4
471,139,1
847,505,0
925,364,1
209,222,9
938,520,4
476,504,2
436,945,0
221,905,2
519,750,7
719,620,8
422,557,8
938,844,0
566,92,2
764,113,8
620,518,7
319,402,6
610,604,8
85,849,5
626,728,6
622,270,4
127,604,3
178,955,9
826,912,6
689,554,4
394,250,6
460,710,3
564,480,4
73,717,9
661,172,3
365,461,2
156,383,1
888,568,9
79,919,1
122,690,8
360,299,6
838,732,0
391,660,2
891,498,4
862,641,4
455,126,4
498,167,5
752,973,4
623,812,2
755,287,6
615,884,8
327,738,6
289,177,4
341,746,5
483,746,2
27,291,9
818,577,6
42,35,8
634,651,4
290,383,6
489,957,6
831,197,1
820,108,7
912,354,1
252,368,9
950,835,4
222,76,9
447,664,3
278,877,8
556,592,8
315,681,7
98,930,2
883,174,7
366,271,3
868,64,9
664,175,7
811,262,1
544,32,1
387,464,7
892,324,4
903,384,1
310,432,6
546,841,6
16,733,7
236,780,3
240,701,8
212,563,7
18,175,4
85,771,8
77,64,7
85,601,7
714,661,3
112,862,6
904,620,5
87,134,2
838,309,5
112,820,8
916,969,7
470,299,6
898,709,6
855,512,2
480,26,3
962,894,1
765,698,8
603,809,6
372,422,8
296,78,8
782,201,4
722,269,8
457,983,6
115,810,6
78,505,2
290,699,0
227,139,8
774,67,5
148,606,6
442,691,8
262,196,6
75,331,2
304,333,9
629,721,4
483,798,3
279,454,3
267,828,7
207,934,3
684,994,8
737,952,6
292,969,8
727,988,5
756,442,4
527,464,1
356,909,3
286,637,9
39,231,1
269,128,3
817,780,1
861,465,2
608,471,5
954,181,0
939,840,3
531,727,6
893,902,9
0,841,0
209,294,5
70,53,5
753,598,9
401,97,5
654,316,9
173,686,1
749,993,3
841,940,5
160,572,3
354,753,6
682,349,0
390,138,3
774,652,9
280,715,0
956,852,9
389,33,1
948,391,4
483,899,4
507,64,2
60,916,7
486,122,7
463,723,0
41,143,8
712,21,0
249,7,6
107,894,7
481,97,6
205,991,5
311,682,1
39,153,8
29,768,8
405,281,4
188,843,8
310,490,4
789,915,7
191,217,3
288,569,2
184,576,7
857,581,5
178,778,2
493,952,0
123,748,2
443,620,8
243,389,5
313,948,7
741,290,8
702,55,2
463,363,2
62,69,8
854,372,3
525,321,8
466,956,4
882,50,8
763,188,6
803,126,6
726,934,2
834,736,4
309,588,5
299,813,1
994,609,2
237,796,7
281,73,1
956,419,9
224,851,8
779,195,2
631,952,1
474,101,5
597,950,2
843,170,8
399,408,5
149,606,6
618,233,2
176,43,4
562,825,3
699,670,9
824,30,1
741,460,7
155,122,0
660,218,6
230,476,0
677,807,8
49,632,6
81,235,5
173,734,0
805,962,0
939,329,7
443,890,0
910,783,3
254,87,2
730,351,8
862,487,7
456,700,9
491,163,4
377,512,6
796,344,8
633,69,1
667,424,2
955,495,0
727,472,1
698,97,2
753,291,4
622,31,8
942,63,5
804,415,8
702,623,3
737,798,0
725,355,2
476,5,6
467,393,3
971,307,5
744,563,2
830,428,5
870,365,0
597,629,9
760,516,0
303,920,2
327,767,4
984,855,5
761,224,1
998,347,6
175,153,0
361,371,8
883,976,2
651,794,3
853,49,7
354,706,6
917,45,8
24,233,0
781,684,9
780,459,3
906,425,6
429,205,6
732,198,2
422,834,8
425,787,8
153,279,3
551,581,2
257,303,7
839,327,2
388,203,5
852,707,1
673,718,6
152,116,8
28,202,6
340,427,7
357,516,8
700,61,3
185,998,8
968,182,2
64,947,1
642,542,2
554,484,1
857,650,1
647,780,2
826,298,0
781,372,6
870,746,5
478,177,4
737,963,6
732,607,5
186,992,9
234,847,5
419,336,3
717,671,3
4,280,4
382,912,5
942,529,0
698,337,5
782,129,1
150,761,7
56,105,8
431,451,7
706,213,9
569,644,4
704,396,6
240,970,9
948,661,5
306,674,8
66,952,5
947,858,7
307,117,1
52,722,9
224,63,4
994,896,6
163,597,7
773,700,0
32,964,0
762,417,5
514,805,6
547,485,3
543,707,9
614,907,8
110,674,9
316,247,6
48,818,8
807,991,9
450,257,2
171,737,8
719,377,7
796,840,6
910,424,1
378,943,3
900,881,3
782,397,0
245,99,5
100,23,0
539,259,6
664,171,5
332,418,9
466,632,3
440,135,0
358,330,6
659,548,4
884,517,9
522,101,8
238,82,3
474,191,6
629,669,5
291,619,7
9,983,6
970,332,0
430,261,1
795,173,2
495,589,2
744,759,9
545,167,6
167,737,4
576,181,9
116,582,2
556,81,0
859,218,2
259,974,2
580,552,8
459,448,0
59,514,5
288,786,5
798,586,1
826,241,7
12,411,2
926,196,1
85,902,1
383,694,1
23,509,5
72,242,2
55,813,5
625,692,8
624,204,2
289,754,8
63,420,1
41,602,6
884,815,3
415,998,1
410,239,1
477,603,0
85,441,9
107,339,2
423,859,4
15,297,6
726,638,0
76,344,6
81,703,1
963,304,5
444,288,1
720,123,6
285,299,7
421,305,8
148,371,8
672,156,2
695,174,2
190,552,4
114,124,7
506,530,6
463,927,3
594,661,9
119,491,5
291,880,4
340,988,1
316,859,8
613,901,3
866,259,3
561,223,1
175,64,6
172,435,8
750,27,1
551,593,4
905,943,2
306,962,1
117,37,1
34,514,3
664,52,7
917,741,6
204,212,5
555,29,2
10,791,7
406,69,2
924,109,2
230,168,5
140,113,6
529,294,3
283,551,2
23,479,2
150,27,4
530,516,9
820,654,8
286,306,7
549,53,8
911,114,1
208,615,4
941,454,8
771,825,9
697,242,3
127,628,5
763,483,8
728,404,3
492,859,1
675,631,5
995,682,7
585,658,8
202,76,6
482,404,5
748,292,6
575,456,7
686,997,0
904,818,9
62,311,6
506,447,0
549,500,4
535,743,9
345,395,9
962,183,4
308,798,0
224,758,4
551,603,5
341,760,8
906,566,4
698,206,6
343,751,5
643,337,0
193,249,5
480,348,7
66,614,6
970,63,3
474,91,4
583,880,2
209,893,2
289,229,0
846,558,5
335,682,8
347,770,0
776,502,6
609,105,5
428,931,1
769,998,0
120,103,3
422,499,6
540,643,7
631,237,0
251,880,0
874,921,4
188,85,2
801,907,4
721,594,0
847,545,0
462,159,7
967,171,0
203,245,4
283,356,9
958,49,0
802,180,7
446,867,3
282,358,8
457,952,9
859,128,9
118,7,5
97,513,3
446,635,1
951,857,1
12,333,5
922,291,0
561,737,1
803,694,9
819,81,2
206,353,1
439,889,9
602,490,6
497,698,6
237,355,7
867,844,5
971,866,6
27,10,2
380,915,7
721,307,4
411,865,8
194,350,9
32,953,4
711,660,7
733,267,0
639,976,7
555,622,6
214,418,4
412,988,0
293,452,0
343,860,3
320,686,8
649,541,3
863,316,3
988,913,3
432,537,1
662,874,2
759,616,2
850,126,6
27,106,9
798,30,1
235,667,3
979,545,4
304,789,3
879,109,6
348,818,1
149,78,2
531,436,2
593,208,1
430,233,8
40,179,6
998,458,2
512,68,9
70,923,7
171,316,8
477,808,9
732,190,6
417,940,6
179,198,9
304,522,7
210,694,5
938,155,6
273,365,6
63,396,4
470,668,2
343,640,8
465,417,3
176,498,8
57,463,6
808,588,9
968,415,3
128,91,9
54,120,0
138,385,0
761,123,5
147,634,4
265,222,9
707,137,1
269,479,7
965,420,2
706,570,1
989,719,1
649,202,6
751,902,6
908,171,5
377,885,2
556,484,3
112,237,2
519,837,1
543,142,5
771,670,5
996,919,0
607,829,2
825,605,3
960,12,3
390,116,4
112,825,1
463,416,0
14,459,3
926,524,6
792,25,4
976,778,3
115,256,6
577,483,3
200,728,4
205,527,8
263,981,0
341,340,5
426,600,1
232,321,5
387,600,0
581,45,4
118,532,7
514,772,5
346,36,0
522,770,5
473,218,8
780,426,5
605,254,1
263,403,8
661,264,3
772,315,2
718,546,4
349,495,3
404,553,9
281,205,3
405,802,7
918,415,0
683,24,8
293,147,8
271,654,2
224,150,8
910,336,3
849,355,2
715,467,0
31,942,3
749,779,1
372,413,5
965,856,7
590,714,8
329,249,1
98,903,3
237,936,5
355,367,0
790,3,4
107,2,5
579,788,9
250,627,3
675,917,2
715,754,8
747,560,3
665,189,7
992,521,9
819,312,7
576,392,0
378,85,5
720,970,7
173,713,5
250,516,0
67,29,6
387,97,6
84,2,6
505,423,8
643,605,4
732,399,1
29,208,9
719,336,6
753,739,7
693,462,5
670,386,6
873,783,3
542,451,7
517,576,1
197,147,9
15,831,7
470,135,7
28,817,2
62,455,7
346,712,5
645,436,4
42,670,1
436,37,4
372,547,9
351,853,1
241,833,9
55,593,2
82,225,3
534,845,7
548,691,0
218,983,2
128,245,3
73,77,8
372,63,4
629,822,4
7,658,1
179,358,9
323,135,0
558,538,3
3,236,8
626,86,2
535,122,8
970,733,4
460,807,7
675,316,0
920,112,1
108,644,2
717,256,3
432,8,3
118,586,3
222,759,9
268,148,9
714,622,8
228,692,3
471,358,8
392,474,1
799,868,0
24,675,5
257,592,2
779,570,2
152,198,6
318,198,3
802,207,5
205,850,0
127,932,5
45,564,8
779,682,5
492,777,8
982,814,7
309,7,2
790,722,5
286,178,0
437,813,7
922,220,3
363,707,7
126,740,7
247,663,3
604,839,2
737,81,6
901,659,2
763,503,2
118,807,1
443,994,7
836,554,6
581,862,8
283,318,2
437,328,5
531,743,3
29,986,3
489,589,9
740,843,2
517,433,4
274,326,9
586,624,6
229,854,6
589,800,5
359,520,6
958,506,0
151,122,2
432,454,5
638,243,5
526,321,8
406,579,7
972,842,3
374,445,9
745,689,9
845,397,8
42,374,5
327,485,5
21,221,6
622,804,4
893,622,5
494,326,2
410,809,3
3,132,7
542,80,9
52,209,5
851,636,5
934,940,3
433,628,9
312,880,9
358,125,3
668,815,3
489,595,1
473,152,9
468,414,2
828,790,2
896,789,2
376,382,4
741,545,2
564,359,9
340,527,1
650,531,0
106,522,0
705,602,8
542,277,6
12,114,2
381,380,2
655,222,0
734,906,6
336,463,2
970,614,8
478,592,9
485,179,4
892,556,7
415,917,7
255,68,4
391,65,6
680,154,8
955,437,0
991,689,8
333,585,9
419,14,3
326,792,5
944,783,7
80,32,8
480,281,3
613,566,1
644,216,5
291,113,1
654,49,2
614,343,6
330,302,6
390,453,6
407,867,1
359,146,5
988,570,4
122,643,6
908,752,5
378,929,3
499,442,8
160,226,3
159,671,3
30,233,4
766,710,2
617,359,7
2,732,3
162,655,7
393,188,3
254,809,1
869,478,9
534,909,3
240,525,0
429,55,9
289,827,8
984,155,3
95,383,0
674,795,2
739,626,3
257,984,3
309,611,0
857,760,5
709,545,3
162,229,5
332,843,3
957,628,6
737,385,3
951,150,1
79,502,8
916,412,5
854,550,4
922,546,8
535,444,1
489,640,4
925,425,2
578,358,1
295,610,3
774,227,1
993,903,9
789,565,0
999,631,3
418,173,5
268,314,0
648,785,9
707,972,4
8,317,3
773,542,2
607,862,6
811,292,4
477,434,8
648,585,9
155,846,1
713,867,8
562,857,4
960,410,5
418,576,0
417,238,8
95,148,7
848,146,0
280,748,1
714,342,4
368,803,6
93,942,1
140,222,9
920,570,6
837,923,6
173,903,2
381,271,4
486,266,9
367,664,4
688,809,6
170,683,5
250,423,2
135,902,5
253,873,5
267,499,4
66,86,6
27,473,4
348,877,1
947,846,1
936,792,4
880,320,5
709,81,5
274,298,2
849,471,4
152,519,2
437,953,5
622,163,7
207,216,2
580,300,8
745,890,5
427,478,0
809,423,5
270,149,0
489,206,5
16,824,7
474,560,5
300,792,4
214,772,4
179,717,1
742,613,9
402,15,9
693,93,3
315,150,9
947,3,9
598,593,3
879,660,6
123,64,2
520,896,6
303,505,6
431,475,7
489,185,5
240,565,3
592,626,6
339,44,9
393,704,9
526,382,8
910,809,5
280,828,6
388,819,1
15,65,9
231,510,1
137,837,6
731,68,0
800,256,3
953,912,4
895,437,3
826,409,8
940,556,9
217,92,3
245,169,5
90,223,3
906,781,7
686,901,2
495,445,9
13,594,9
285,288,8
777,842,7
856,439,9
361,879,3
91,75,2
680,768,2
255,859,6
242,415,0
691,715,5
515,620,6
442,47,2
871,291,1
369,861,8
608,518,7
535,210,1
80,543,3
957,452,6
889,855,1
786,186,3
34,934,8
789,986,5
83,387,6
165,132,2
675,50,2
855,595,7
947,573,6
876,99,2
809,460,6
858,102,5
945,677,6
177,77,0
282,160,8
551,143,2
855,959,2
668,431,3
731,449,9
212,365,7
842,8,9
807,643,4
186,911,2
787,56,5
297,888,5
792,202,1
642,616,4
38,838,7
970,370,1
903,43,5
471,141,8
916,818,4
660,777,3
233,193,2
632,299,0
402,889,2
115,385,0
735,860,1
216,602,7
793,810,7
269,396,7
602,801,2
404,795,9
974,104,7
443,144,3
853,814,4
714,840,7
856,740,2
621,488,4
913,181,6
553,696,8
451,274,3
100,673,8
654,513,6
430,621,1
611,120,4
945,668,7
104,382,1
231,336,9
46,270,6
240,518,3
895,561,7
248,256,8
956,487,5
134,446,7
633,162,0
370,974,9
848,412,0
699,153,0
84,784,6
608,265,7
825,605,0
664,941,6
183,796,2
653,245,2
78,671,9
285,19,3
638,89,0
583,266,8
176,482,2
944,580,1
764,725,3
230,80,4
392,107,5
282,791,8
2,307,0
807,336,2
90,200,8
969,419,2
997,984,0
26,539,1
875,444,8
869,766,8
717,14,1
644,948,8
67,239,7
910,914,2
661,331,3
967,616,3
865,259,7
986,338,8
932,821,9
380,317,1
610,383,5
249,966,2
156,775,5
933,486,3
435,660,4
686,769,2
843,739,5
398,72,5
670,149,3
129,704,3
563,57,8
12,383,6
96,280,9
599,588,4
374,112,7
971,372,7
480,166,3
482,293,0
589,999,5
668,708,8
834,871,8
210,631,2
223,380,4
46,755,9
10,745,9
334,522,1
354,52,4
951,932,9
581,108,5
69,925,2
772,286,9
256,813,3
429,270,7
902,905,7
264,226,8
546,281,5
724,569,0
624,975,0
168,73,5
240,721,8
308,250,4
451,178,0
374,263,2
69,15,2
797,795,6
494,297,1
651,257,9
700,561,6
402,465,3
818,389,9
752,415,7
963,108,0
342,344,6
637,985,3
921,940,7
277,822,0
770,792,1
678,401,4
663,363,5
992,279,9
19,703,4
903,755,1
668,918,8
282,484,4
647,214,4
618,495,0
108,564,6
916,188,4
543,949,2
825,761,0
517,643,9
885,955,1
319,3,0
583,156,2
678,775,1
204,956,6
750,719,1
734,253,3
124,890,1
365,994,3
31,737,9
484,220,7
146,216,1
961,834,8
471,398,2
872,755,2
333,129,1
766,515,9
76,793,5
531,225,8
296,354,9
623,439,2
730,581,3
274,365,5
752,311,3
282,261,5
8,20,5
358,725,8
803,583,1
480,809,3
994,34,2
894,378,7
534,331,9
565,996,8
617,500,2
745,206,9
214,415,8
438,49,4
899,749,5
127,588,5
437,377,5
264,492,9
749,218,1
594,657,6
349,368,1
221,774,4
793,520,5
239,706,5
342,149,7
124,660,2
858,96,6
665,695,3
189,572,7
494,387,2
517,131,6
467,826,1
881,406,3
6,379,4
145,840,3
454,969,4
444,849,9
821,61,4
176,51,7
642,275,1
370,570,9
506,101,8
557,318,2
32,259,9
800,100,5
273,584,3
441,385,8
561,608,8
862,820,5
715,882,3
111,965,3
80,969,6
840,50,4
245,460,1
127,560,9
32,581,9
357,781,3
51,305,7
510,597,5
814,692,4
950,65,4
896,19,8
293,814,4
606,151,0
803,466,1
568,656,3
794,210,5
325,151,8
105,456,1
521,325,5
87,874,5
954,860,8
571,555,5
366,702,5
500,626,6
709,559,4
534,156,5
833,852,9
534,249,9
843,720,4
704,355,9
958,424,3
762,613,9
888,448,6
333,330,2
434,761,7
316,135,6
620,417,9
827,538,4
436,615,0
16,474,2
879,678,5
579,244,6
222,361,1
217,135,3
128,387,0
203,611,9
743,464,1
479,55,5
279,918,5
24,104,2
792,939,9
514,594,8
848,56,9
120,750,7
920,986,3
993,787,6
875,797,6
398,417,1
893,49,5
927,918,3
995,721,9
14,75,5
431,253,0
118,878,8
114,172,6
886,671,2
927,316,7
587,141,6
323,286,4
867,922,9
408,892,7
546,797,7
502,412,4
244,686,0
560,679,6
948,541,1
744,277,9
941,304,8
227,586,9
550,803,7
525,395,1
635,561,2
508,130,0
401,251,1
115,762,9
944,617,3
535,86,3
226,804,0
619,636,0
393,46,1
934,163,5
233,742,3
778,672,7
296,210,9
27,675,6
575,440,3
698,46,4
889,421,1
404,380,7
275,298,7
980,373,7
744,177,4
408,806,5
861,878,9
333,911,0
717,572,2
855,857,1
84,729,2
233,538,5
437,969,8
743,43,4
909,734,7
505,529,0
35,367,4
71,226,1
611,375,9
451,844,6
186,743,3
528,891,2
748,297,4
552,581,2
150,530,7
126,609,4
293,700,5
192,59,0
425,269,7
849,637,4
610,599,3
874,70,7
260,842,5
190,92,3
338,518,7
895,580,9
353,354,8
975,794,7
923,782,0
400,810,6
605,758,1
475,11,4
603,10,8
182,108,3
95,814,7
606,529,9
200,337,6
220,989,7
636,851,1
988,818,9
840,410,7
320,761,4
726,803,3
512,173,3
65,311,5
463,900,6
336,167,1
537,329,8
520,350,2
373,648,7
153,486,6
388,967,3
542,277,6
489,987,8
175,325,9
848,226,2
827,678,4
747,800,1
571,635,9
818,825,8
499,365,8
605,880,1
275,374,2
426,115,5
60,574,7
233,693,7
620,334,0
575,723,6
599,550,0
568,288,1
447,13,1
233,840,5
970,974,9
757,491,4
640,667,2
222,510,7
832,803,0
474,266,7
278,538,5
495,261,1
116,943,4
714,769,6
516,309,1
797,248,7
363,68,9
294,334,3
787,271,2
99,449,5
370,742,3
52,532,4
886,196,3
453,622,3
150,704,3
851,833,9
986,860,5
823,311,0
180,459,4
0,55,4
677,430,9
110,585,7
856,42,6
539,945,5
484,38,3
386,627,0
77,664,7
572,860,4
320,222,5
409,471,6
609,197,2
301,699,5
708,458,1
560,227,4
236,479,7
71,486,9
148,146,2
38,323,9
853,674,4
264,882,3
70,686,7
580,159,0
15,766,5
821,724,0
764,98,8
841,78,6
671,548,9
477,747,7
196,354,2
695,164,2
856,945,3
951,846,3
461,158,4
303,403,3
578,407,3
875,722,1
852,811,9
23,797,8
847,803,4
221,902,0
681,289,2
939,838,2
967,778,8
675,354,1
379,485,4
714,492,6
380,295,5
149,278,6
818,254,5
239,352,3
845,984,2
528,267,1
596,333,5
406,61,6
39,617,0
711,273,0
447,97,8
975,506,7
170,370,6
710,982,7
660,512,3
94,564,3
587,455,7
798,604,2
743,969,7
170,200,8
791,69,5
998,406,0
459,875,9
427,207,0
256,462,7
461,719,9
653,604,6
829,899,1
741,136,2
948,307,2
158,840,1
694,559,1
60,918,5
797,771,1
506,530,6
104,848,9
888,900,7
48,741,4
623,436,6
107,786,3
264,110,5
101,485,8
437,598,1
272,436,4
761,463,5
748,99,7
360,276,5
429,83,1
820,730,1
200,784,4
358,234,5
806,679,1
548,199,6
684,338,7
880,513,4
102,505,7
501,70,6
559,241,8
42,558,9
750,852,6
938,787,1
59,118,7
226,155,2
210,618,1
77,874,2
552,298,2
355,554,6
844,389,7
735,9,0
511,699,5
416,793,9
215,398,8
915,146,8
666,921,2
471,389,5
723,303,1
457,568,7
773,717,2
447,341,3
392,495,8
851,329,5
831,910,4
948,323,2
938,784,8
339,905,0
20,974,7
892,878,3
435,751,1
638,321,8
590,366,7
27,33,3
524,256,6
813,555,2
887,150,6
250,95,2
397,905,6
519,37,1
658,64,7
833,499,2
279,892,3
17,538,9
492,770,5
761,349,0
104,209,7
521,402,2
719,188,7
450,616,4
545,408,7
907,716,8
501,328,7
291,71,5
855,362,9
376,729,0
344,89,4
101,981,3
538,685,6
908,653,1
12,223,5
344,852,9
451,118,3
421,620,1
350,624,6
887,865,5
286,731,6
80,6,4
316,695,3
886,643,6
44,301,7
821,154,8
676,924,2
881,540,7
624,201,2
423,149,3
228,223,3
497,298,3
485,376,9
406,951,5
965,781,3
928,538,1
497,491,1
643,650,3
37,862,5
952,449,8
61,843,7
205,882,6
642,427,1
793,85,3
526,838,9
769,99,9
560,523,2
55,728,4
498,958,5
788,531,4
91,650,2
326,928,5
779,44,4
541,241,9
973,245,5
48,289,2
315,41,7
523,541,2
993,598,9
784,865,4
698,173,5
637,741,8
937,996,2
844,709,2
279,318,6
747,427,6
62,667,2
328,300,9
836,239,0
602,404,5
27,743,2
493,556,6
468,918,4
242,378,7
315,922,9
897,287,0
175,337,8
139,420,6
810,327,8
323,878,9
615,447,0
749,480,9
952,900,4
432,59,3
755,381,9
695,421,8
438,762,5
671,788,7
794,326,3
610,447,8
107,679,9
536,500,8
810,533,1
693,219,9
387,667,1
41,379,1
319,695,7
953,298,2
940,573,9
380,340,9
887,435,2
533,537,2
217,883,1
905,670,0
874,405,4
984,740,1
567,692,1
183,139,4
8,781,4
589,958,1
154,592,2
729,345,6
254,216,7
794,101,4
870,917,1
274,4,4
634,165,3
980,909,0
697,922,1
965,330,1
220,6,4
164,527,4
256,355,1
961,609,3
29,159,0
348,500,0
950,196,7
498,797,7
795,506,5
359,330,3
919,192,2
73,666,7
394,133,2
297,853,0
585,559,2
776,14,3
987,951,2
725,899,3
313,182,9
626,84,1
124,560,1
712,983,0
83,1,5
624,416,0
569,458,0
138,694,6
45,47,9
868,216,7
464,503,4
691,4,4
713,331,3
933,283,4
778,160,7
614,190,2
896,971,0
805,911,9
610,254,2
923,761,1
43,797,6
648,380,0
638,565,9
472,645,4
601,523,9
382,254,9
267,214,2
199,445,5
782,558,8
228,474,0
942,673,4
235,691,1
133,374,5
824,851,5
111,324,7
694,236,3
219,374,6
988,282,3
203,696,2
146,727,8
678,182,8
512,240,2
553,235,2
672,471,8
347,395,6
306,821,3
412,529,4
548,598,6
180,977,4
907,646,1
740,80,1
538,360,5
788,212,9
741,451,5
406,108,2
680,505,5
333,981,0
80,382,3
618,96,1
958,13,2
307,434,0
13,290,8
619,956,2
10,798,3
34,213,7
122,641,6
146,56,2
337,925,0
532,328,0
321,276,3
689,347,9
706,653,7
458,257,2
36,315,9
701,340,1
593,570,4
228,209,7
678,983,3
834,198,7
557,373,9
622,880,2
324,763,8
967,850,8
526,944,4
324,179,9
229,803,3
850,315,3
448,532,8
196,219,5
683,282,8
641,211,1
886,299,2
814,841,1
125,641,4
574,490,5
605,509,9
898,32,3
762,875,0
260,345,2
62,299,6
926,687,5
208,800,3
430,823,5
142,61,7
348,835,7
507,943,0
755,141,1
656,853,7
652,646,2
40,988,0
643,983,3
252,185,6
141,709,2
505,781,1
383,240,6
790,208,6
94,610,0
961,783,2
773,734,3
500,225,8
617,574,0
555,561,9
828,108,2
654,932,1
625,863,4
67,865,0
344,531,5
575,113,1
41,433,0
381,815,4
239,456,2
556,781,2
353,675,8
389,480,2
284,764,5
59,449,6
40,97,5
451,312,2
364,973,6
187,615,7
887,184,9
192,924,2
573,309,7
956,222,6
964,222,2
941,559,7
764,47,1
607,730,4
151,770,0
839,260,4
486,307,5
998,627,1
345,2,8
490,768,5
774,796,8
8,165,7
371,47,2
186,170,8
763,23,0
127,673,7
242,471,3
712,8,4
722,231,3
43,363,3
676,223,7
461,731,3
699,70,7
895,774,4
804,414,2
330,551,9
151,33,8
894,437,4
866,483,8
295,554,8
296,551,2
4,472,8
407,195,0
437,200,0
497,627,1
358,512,9
858,473,4
258,413,9
793,949,2
622,556,6
777,161,5
847,47,5
256,676,8
156,774,4
772,459,1
301,961,0
168,423,1
832,795,5
23,573,2
665,633,1
142,935,2
261,460,6
896,14,4
916,249,8
254,950,4
399,248,2
927,843,3
253,73,5
517,175,8
905,516,5
461,802,5
548,941,4
402,657,4
446,647,8
70,773,5
665,381,0
808,457,9
218,914,8
937,393,2
762,913,9
510,781,7
83,634,9
412,775,5
725,367,3
625,709,0
323,11,6
681,362,8
86,442,8
730,18,7
909,375,6
807,528,5
816,754,6
776,227,9
700,44,4
347,833,0
798,802,0
965,677,3
886,235,1
156,183,3
307,419,3
98,1,6
824,141,9
875,881,5
764,697,2
984,285,6
330,855,0
906,619,9
940,239,3
958,569,5
951,844,1
925,660,9
437,259,7
412,871,2
202,848,0
223,343,4
931,918,3
591,828,5
102,506,5
965,66,4
146,742,7
965,159,6
228,438,0
654,320,9
851,657,5
251,709,5
820,932,6
178,433,7
18,325,5
869,45,9
62,534,3
891,872,0
181,439,6
453,800,7
633,523,0
610,641,0
460,791,5
965,362,1
989,115,5
917,901,5
546,685,6
447,763,9
122,825,5
285,23,4
316,792,1
597,767,1
880,627,6
178,764,2
252,855,4
271,578,7
46,2,8
644,191,4
990,802,4
188,664,8
985,447,3
494,949,9
615,950,4
383,343,4
395,336,1
496,265,0
213,927,6
181,153,1
181,420,3
183,684,6
166,705,4
658,432,7
2,624,0
817,927,7
0,941,5
829,621,8
239,489,7
876,586,8
455,466,4
228,559,3
374,827,4
546,21,5
490,695,1
215,597,8
997,520,4
640,853,1
409,407,8
169,348,1
700,536,5
604,817,2
558,540,5
605,212,3
208,671,3
533,303,2
168,240,3
413,407,8
302,960,4
682,291,9
473,839,5
730,248,7
453,790,6
849,728,6
167,179,1
511,273,9
957,29,7
612,570,1
977,130,9
535,416,6
90,678,1
355,166,9
358,736,4
591,395,0
903,101,4
637,976,7
146,41,5
280,306,3
722,257,5
373,748,2
839,231,4
772,809,6
255,708,2
397,714,6
225,435,6
829,301,2
108,144,4
873,411,7
935,29,3
192,689,8
693,273,0
991,621,1
246,861,9
639,723,7
203,78,4
912,790,0
903,823,0
783,934,3
391,508,6
656,76,4
418,509,8
418,709,7
194,703,5
959,491,9
720,455,2
800,294,7
11,693,2
269,10,7
600,512,6
494,878,6
956,829,7
377,125,6
404,340,5
237,757,3
244,843,7
570,210,0
148,230,2
710,726,5
520,281,4
594,194,1
660,689,6
559,292,8
60,796,4
824,752,6
496,289,4
516,346,1
112,627,4
252,348,2
849,625,9
54,231,0
77,633,2
70,809,6
945,705,7
322,45,9
488,471,8
26,192,9
356,177,7
917,360,3
233,674,3
565,373,8
118,440,5
782,584,6
124,741,5
37,445,3
133,205,4
994,939,7
983,986,7
445,19,1
620,635,0
641,590,2
367,803,5
504,977,9
43,440,1
909,780,0
140,546,4
232,796,8
905,978,2
653,887,9
729,798,3
379,93,9
33,88,3
991,345,1
216,90,8
693,142,5
776,144,3
28,181,7
372,108,0
286,964,3
487,871,6
26,199,3
112,770,7
239,395,1
491,950,5
420,89,8
953,851,6
201,250,6
759,76,2
603,389,2
818,46,0
899,643,0
912,875,5
393,234,2
958,357,8
850,921,6
402,921,5
93,728,5
454,158,2
342,749,2
34,95,3
547,712,1
902,253,2
886,797,7
289,949,2
332,998,5
724,249,7
493,677,1
518,563,0
988,463,9
122,809,0
647,380,7
438,398,4
832,701,6
204,76,9
741,987,3
879,34,3
853,462,4
306,126,8
129,896,0
986,88,7
880,198,4
868,67,6
377,343,2
837,749,1
696,884,0
67,460,7
975,82,2
522,68,3
869,256,2
546,789,9
88,689,5
543,559,5
866,977,3
107,590,5
966,103,8
63,300,0
923,721,3
883,437,6
853,214,1
774,578,4
694,851,5
350,439,7
591,226,8
56,604,8
151,269,9
350,21,1
933,196,5
2,942,2
35,941,5
621,691,9
986,322,7
912,102,5
182,298,4
507,48,3
276,965,4
616,239,2
107,881,8
